well_id,wellUse,As_,Ba,Ca,Cl_,Cr,GrossAlpha_U_Nat,Nitrate,Pb,Ra_Total,Se,U,None
7851,Unknown,,,81,,,,,,,,,
7852,Unknown,,,68,,,,,,,,,
7853,Unknown,,,2,,,,,,,,,
7854,Unknown,,,77,,,,,,,,,
7855,Unknown,,,23,,,,,,,,,
7856,Unknown,,,31,,,,,,,,,
7857,Unknown,,,5,,,,,,,,,
7858,Unknown,,,9,,,,,,,,,
7859,Unknown,,,29,,,,,,,,,
7860,Unknown,,,10,,,,,,,,,
7861,Unknown,,,,,,,,,,,,
7862,Unknown,,,,,,,,,,,,
7863,Unknown,,,10,,,,,,,,,
7864,Unknown,,,,,,,,,,,,
7865,Unknown,,,12,,,,,,,,,
7866,Unknown,,,23,,,,,,,,,
7867,Unknown,,,40,,,,,,,,,
7868,Unknown,,,18,,,,,,,,,
7869,Unknown,,,4,,,,,,,,,
7870,Unknown,,,,,,,,,,,,
7871,Unknown,,,39,,,,,,,,,
7872,Unknown,,,42,,,,,,,,,
7873,Unknown,,,10,,,,,,,,,
7874,Unknown,,,40,,,,,,,,,
7875,Unknown,,,57,,,,,,,,,
7876,Unknown,,,,,,,,,,,,
7877,Unknown,,,133,,,,,,,,,
7878,Unknown,,,48,,,,,,,,,
7879,Unknown,,,,,,,,,,,,
7880,Unknown,,,23,,,,,,,,,
7881,Unknown,,,18,,,,,,,,,
7882,Unknown,,,58,,,,,,,,,
7883,Unknown,,,21,,,,,,,,,
7884,Unknown,,,34,,,,,,,,,
7885,Unknown,,,8,,,,,,,,,
7886,Unknown,,,43,,,,,,,,,
7887,Unknown,,,,,,,,,,,,
7888,Unknown,,,,,,,,,,,,
7889,Unknown,,,2,,,,,,,,,
7890,Unknown,,,93,,,,,,,,,
7891,Unknown,,,,,,,,,,,,
7892,Unknown,,,174,,,,,,,,,
7893,Unknown,,,20,,,,,,,,,
7894,Unknown,,,2,,,,,,,,,
7895,Unknown,,,95,,,,,,,,,
7896,Unknown,,,72,,,,,,,,,
7897,Unknown,,,13,,,,,,,,,
7898,Unknown,,,12,,,,,,,,,
7899,Unknown,,,5,,,,,,,,,
7900,Unknown,,,56,,,,,,,,,
7901,Unknown,,,37,,,,,,,,,
7902,Unknown,,,38,,,,,,,,,
7903,Unknown,,,28,,,,,,,,,
7904,Unknown,,,46,,,,,,,,,
7905,Unknown,,,46,,,,,,,,,
7906,Unknown,,,12,,,,,,,,,
7907,Unknown,,,42,,,,,,,,,
7908,Unknown,,,86,,,,,,,,,
7909,Unknown,,,86,,,,,,,,,
7910,Unknown,,,20,,,,,,,,,
7911,Unknown,,,37,,,,,,,,,
7912,Unknown,,,397,,,,,,,,,
7913,Unknown,,,60,,,,,,,,,
7914,Unknown,,,116,,,,,,,,,
7915,Unknown,,,59,,,,,,,,,
7916,Unknown,,,150,,,,,,,,,
7917,Unknown,,,58,,,,,,,,,
7918,Unknown,,,41,,,,,,,,,
7919,Unknown,,,3,,,,,,,,,
7920,Unknown,,,47,,,,,,,,,
7921,Unknown,,,141,,,,,,,,,
7922,Unknown,,,67,,,,,,,,,
7923,Unknown,,,457,,,,,,,,,
7924,Unknown,,,10,,,,,,,,,
7925,Unknown,,,10,,,,,,,,,
7926,Unknown,,,29,,,,,,,,,
7927,Unknown,,,,,,,,,,,,
7928,Unknown,,,,,,,,,,,,
7929,Unknown,,,48,,,,,,,,,
7930,Unknown,,,,,,,,,,,,
7931,Unknown,,,54,,,,,,,,,
7932,Unknown,,,8,,,,,,,,,
7933,Unknown,,,92,,,,,,,,,
7934,Unknown,,,,,,,,,,,,
7935,Unknown,,,78,,,,,,,,,
7936,Unknown,,,14,,,,,,,,,
7937,Unknown,,,12,,,,,,,,,
7938,Unknown,,,200,,,,,,,,,
7939,Unknown,,,39,,,,,,,,,
7940,Unknown,,,20,,,,,,,,,
7941,Unknown,,,,,,,,,,,,
7942,Unknown,,,102,,,,,,,,,
7943,Unknown,,,79,,,,,,,,,
7944,Unknown,,,,,,,,,,,,
7945,Unknown,,,52,,,,,,,,,
7946,Unknown,,,129,,,,,,,,,
7947,Unknown,,,36,,,,,,,,,
7948,Unknown,,,9,,,,,,,,,
7949,Unknown,,,3,,,,,,,,,
7950,Unknown,,,480,,,,,,,,,
7951,Unknown,,,97,,,,,,,,,
7952,Unknown,,,97,,,,,,,,,
7953,Unknown,,,96,,,,,,,,,
7954,Unknown,,,99,,,,,,,,,
7955,Unknown,,,118,,,,,,,,,
7956,Unknown,,,67,,,,,,,,,
7957,Unknown,,,50,,,,,,,,,
7958,Unknown,,,92,,,,,,,,,
7959,Unknown,,,64,,,,,,,,,
7960,Unknown,,,68,,,,,,,,,
7961,Unknown,,,302,,,,,,,,,
7962,Unknown,,,10,,,,,,,,,
7963,Unknown,,,,,,,,,,,,
7964,Unknown,,,2,,,,,,,,,
7965,Unknown,,,13,,,,,,,,,
7966,Unknown,,,64,,,,,,,,,
7967,Unknown,,,,,,,,,,,,
7968,Unknown,,,59,,,,,,,,,
7969,Unknown,,,67,,,,,,,,,
7970,Unknown,,,111,,,,,,,,,
7971,Unknown,,,,,,,,,,,,
7972,Unknown,,,6,,,,,,,,,
7973,Unknown,,,8,,,,,,,,,
7974,Unknown,,,29,,,,,,,,,
7975,Unknown,,,6,,,,,,,,,
7976,Unknown,,,4,,,,,,,,,
7977,Unknown,,,9,,,,,,,,,
7978,Unknown,,,62,,,,,,,,,
7979,Unknown,,,19,,,,,,,,,
7980,Unknown,,,18,,,,,,,,,
7981,Unknown,,,,,,,,,,,,
7982,Unknown,,,75,,,,,,,,,
7983,Unknown,,,14,,,,,,,,,
7984,Unknown,,,68,,,,,,,,,
7985,Unknown,,,17,,,,,,,,,
7986,Unknown,,,8,,,,,,,,,
7987,Unknown,,,,,,,,,,,,
7988,Unknown,,,,,,,,,,,,
7989,Unknown,,,8,,,,,,,,,
7990,Unknown,,,,,,,,,,,,
7991,Unknown,,,56,,,,,,,,,
7992,Unknown,,,175,,,,,,,,,
7993,Unknown,,,85,,,,,,,,,
7994,Unknown,,,440,,,,,,,,,
7995,Unknown,,,,,,,,,,,,
7996,Unknown,,,71,,,,,,,,,
7997,Unknown,,,,,,,,,,,,
7998,Unknown,,,18,,,,,,,,,
7999,Unknown,,,61,,,,,,,,,
8000,Unknown,,,95,,,,,,,,,
8001,Unknown,,,115,,,,,,,,,
8002,Unknown,,,20,,,,,,,,,
8003,Unknown,,,120,,,,,,,,,
8004,Unknown,,,101,,,,,,,,,
8005,Unknown,,,309,,,,,,,,,
8006,Unknown,,,66,,,,,,,,,
8007,Unknown,,,117,,,,,,,,,
8008,Unknown,,,173,,,,,,,,,
8009,Unknown,,,410,,,,,,,,,
8010,Unknown,,,255,,,,,,,,,
8011,Unknown,,,49,,,,,,,,,
8012,Unknown,,,,,,,,,,,,
8013,Unknown,,,494,,,,,,,,,
8014,Unknown,,,145,,,,,,,,,
8015,Unknown,,,3,,,,,,,,,
8016,Unknown,,,95,,,,,,,,,
8017,Unknown,,,38,,,,,,,,,
8018,Unknown,,,38,,,,,,,,,
8019,Unknown,,,86,,,,,,,,,
8020,Unknown,,,14,,,,,,,,,
8021,Unknown,,,18,,,,,,,,,
8022,Unknown,,,139,,,,,,,,,
8023,Unknown,,,532,,,,,,,,,
8024,Unknown,,,118,,,,,,,,,
8025,Unknown,,,,,,,,,,,,
8026,Unknown,,,476,,,,,,,,,
8027,Unknown,,,12,,,,,,,,,
8028,Unknown,,,105,,,,,,,,,
8029,Unknown,,,141,,,,,,,,,
8030,Unknown,,,252,,,,,,,,,
8031,Unknown,,,30,,,,,,,,,
8032,Unknown,,,7,,,,,,,,,
8033,Unknown,,,2,,,,,,,,,
8034,Unknown,,,,,,,,,,,,
8035,Unknown,,,79,,,,,,,,,
8036,Unknown,,,232,,,,,,,,,
8037,Unknown,,,500,,,,,,,,,
8038,Unknown,,,123,,,,,,,,,
8039,Unknown,,,5,,,,,,,,,
8040,Unknown,,,,,,,,,,,,
8041,Unknown,,,98,,,,,,,,,
8042,Unknown,,,29,,,,,,,,,
8043,Unknown,,,,,,,,,,,,
8044,Unknown,,,35,,,,,,,,,
8045,Unknown,,,54,,,,,,,,,
8046,Unknown,,,,,,,,,,,,
8047,Unknown,,,,,,,,,,,,
8048,Unknown,,,31,,,,,,,,,
8049,Unknown,,,14,,,,,,,,,
8050,Unknown,,,4,,,,,,,,,
8051,Unknown,,,5,,,,,,,,,
8052,Unknown,,,4,,,,,,,,,
8053,Unknown,,,13,,,,,,,,,
8054,Unknown,,,21,,,,,,,,,
8055,Unknown,,,18,,,,,,,,,
8056,Unknown,,,,,,,,,,,,
8057,Unknown,,,44,,,,,,,,,
8058,Unknown,,,89,,,,,,,,,
8059,Unknown,,,42,,,,,,,,,
8060,Unknown,,,41,,,,,,,,,
8061,Unknown,,,6,,,,,,,,,
8062,Unknown,,,,,,,,,,,,
8063,Unknown,,,40,,,,,,,,,
8064,Unknown,,,17,,,,,,,,,
8065,Unknown,,,,,,,,,,,,
8066,Unknown,,,67,,,,,,,,,
8067,Unknown,,,39,,,,,,,,,
8068,Unknown,,,,,,,,,,,,
8069,Unknown,,,,,,,,,,,,
8070,Unknown,,,45,,,,,,,,,
8071,Unknown,,,,,,,,,,,,
8072,Unknown,,,10,,,,,,,,,
8073,Unknown,,,2,,,,,,,,,
8074,Unknown,,,,,,,,,,,,
8075,Unknown,,,57,,,,,,,,,
8076,Unknown,,,19,,,,,,,,,
8077,Unknown,,,,,,,,,,,,
8078,Unknown,,,,,,,,,,,,
8079,Unknown,,,12,,,,,,,,,
8080,Unknown,,,11,,,,,,,,,
8081,Unknown,,,45,,,,,,,,,
8082,Unknown,,,57,,,,,,,,,
8083,Unknown,,,38,,,,,,,,,
8084,Unknown,,,,,,,,,,,,
8085,Unknown,,,100,,,,,,,,,
8086,Unknown,,,,,,,,,,,,
8087,Unknown,,,,,,,,,,,,
8088,Unknown,,,64,,,,,,,,,
8089,Unknown,,,,,,,,,,,,
8090,Unknown,,,28,,,,,,,,,
8091,Unknown,,,45,,,,,,,,,
8092,Unknown,,,72,,,,,,,,,
8093,Unknown,,,2,,,,,,,,,
8094,Unknown,,,22,,,,,,,,,
8095,Unknown,,,20,,,,,,,,,
8096,Unknown,,,36,,,,,,,,,
8097,Unknown,,,80,,,,,,,,,
8098,Unknown,,,,,,,,,,,,
8099,Unknown,,,9,,,,,,,,,
8100,Unknown,,,49,,,,,,,,,
8101,Unknown,,,25,,,,,,,,,
8102,Unknown,,,29,,,,,,,,,
8103,Unknown,,,30,,,,,,,,,
8104,Unknown,,,67,,,,,,,,,
8105,Unknown,,,40,,,,,,,,,
8106,Unknown,,,20,,,,,,,,,
8107,Unknown,,,4,,,,,,,,,
8108,Unknown,,,,,,,,,,,,
8109,Unknown,,,15,,,,,,,,,
8110,Unknown,,,42,,,,,,,,,
8111,Unknown,,,47.5,,,,,,,,,
8112,Unknown,,,3,,,,,,,,,
8113,Unknown,,,,,,,,,,,,
8114,Unknown,,,,,,,,,,,,
8115,Unknown,,,,,,,,,,,,
8116,Unknown,,,147,,,,,,,,,
8117,Unknown,,,67,,,,,,,,,
8118,Unknown,,,37,,,,,,,,,
8119,Unknown,,,,,,,,,,,,
8120,Unknown,,,70,,,,,,,,,
8121,Unknown,,,4,,,,,,,,,
8122,Unknown,,,66,,,,,,,,,
8123,Unknown,,,190,,,,,,,,,
8124,Unknown,,,29,,,,,,,,,
8125,Unknown,,,286,,,,,,,,,
8126,Unknown,,,189,,,,,,,,,
8127,Unknown,,,54,,,,,,,,,
8128,Unknown,,,536,,,,,,,,,
8129,Unknown,,,38,,,,,,,,,
8130,Unknown,,,19,,,,,,,,,
8131,Unknown,,,24,,,,,,,,,
8132,Unknown,,,20,,,,,,,,,
8133,Unknown,,,,,,,,,,,,
8134,Unknown,,,254,,,,,,,,,
8135,Unknown,,,488,,,,,,,,,
8136,Unknown,,,373,,,,,,,,,
8137,Unknown,,,66,,,,,,,,,
8138,Unknown,,,592,,,,,,,,,
8139,Unknown,,,80,,,,,,,,,
8140,Unknown,,,108,,,,,,,,,
8141,Unknown,,,,,,,,,,,,
8142,Unknown,,,,,,,,,,,,
8143,Unknown,,,189,,,,,,,,,
8144,Unknown,,,40,,,,,,,,,
8145,Unknown,,,41,,,,,,,,,
8146,Unknown,,,25,,,,,,,,,
8147,Unknown,,,58,,,,,,,,,
8148,Unknown,,,16,,,,,,,,,
8149,Unknown,,,52,,,,,,,,,
8150,Unknown,,,,,,,,,,,,
8151,Unknown,,,195,,,,,,,,,
8152,Unknown,,,,,,,,,,,,
8153,Unknown,,,58,,,,,,,,,
8154,Unknown,,,28,,,,,,,,,
8155,Unknown,,,18,,,,,,,,,
8156,Unknown,,,17,,,,,,,,,
8157,Unknown,,,37,,,,,,,,,
8158,Unknown,,,64,,,,,,,,,
8159,Unknown,,,,,,,,,,,,
8160,Unknown,,,52,,,,,,,,,
8161,Unknown,,,2,,,,,,,,,
8162,Unknown,,,17,,,,,,,,,
8163,Unknown,,,,,,,,,,,,
8164,Unknown,,,37,,,,,,,,,
8165,Unknown,,,,,,,,,,,,
8166,Unknown,,,8,,,,,,,,,
8167,Unknown,,,,,,,,,,,,
8168,Unknown,,,25,,,,,,,,,
8169,Unknown,,,44,,,,,,,,,
8170,Unknown,,,21,,,,,,,,,
